UFID,x,y
100037612010B0011a0a2c763f2e14aa9,126.9994737752,37.4943592887
100037612010B00115c1d0d687d3742c4,126.9968828665,37.4963273830
100037612010B001116ecb920170e4605,126.9996237904,37.4998183239
100037612010B0011b75d4db81d304376,126.9993226554,37.4943671777
100037612010B0011db40304ece8c4679,126.9923581138,37.4974187490
100037612010B0011a34b49aa22e94409,126.9947242342,37.4978141250
100037612010B0011a7d58d16a9d249e5,126.9955300204,37.4943122055
100037612010B0011f91a262229824314,126.9947220280,37.4976878586
100037612010B00116fbe850bcc1c48ec,126.9918750043,37.4977244296
100037612010B0011ba2f6957429c4deb,126.9917113983,37.4978525748
100037612010B001152f36c917a4b46da,126.9925409698,37.4976422631
100037612010B001138954d018867483b,126.9922505845,37.4976532202
100037612010B00118709101597f14d38,126.9974487437,37.4967426093
100037612010B0011b160ef6a2e894130,126.9969534094,37.4967191990
100037612010B0011380a1b76ee004e39,126.9964910178,37.4975256896
100037612010B0011c676cf4280a64492,126.9964898335,37.4969573362
100037612010B0011bcff7cd9dea14642,126.9966059548,37.4984249026
100037612010B0011f008e43c168a4deb,126.9965143053,37.4952043139
100037612010B001156e038f933ad49f3,126.9947324875,37.4975708358
100037612010B0011216ccbbc8afd46c1,126.9962854453,37.4987010866
100037608100B00114dcde6403b454c54,126.9997781746,37.5000107721
100037608100B0011c2cc157239f0482a,126.9989716018,37.5000621221
100037608100B0011cb56b22e82174b02,126.9992295948,37.5000974212
100037608100B00112d21c2b205ba4f25,126.9996623265,37.5002373885
100037709001B001115ef7ea48cc64a01,127.0000610997,37.4975768601
100037709001B00114d2ee13e27d34071,127.0007144132,37.4972533123
100037709001B00114c86f76297ef4b2a,127.0001860469,37.4946581351
100037709001B001142a70775bd3f4e70,127.0000910413,37.4999409660
100037612010B001177b73091634f4112,126.9917543787,37.4973832656
100037612010B0011ba35c11d6fab4634,126.9947367538,37.4974533880
100037612010B0011dc5e1883ca97447a,126.9968585735,37.4978266873
100037612010B0011c0667517c3b449a4,126.9924150599,37.4971281920
100037612010B0011733d7cfaffa342ce,126.9987844765,37.4988937073
100037612010B0011b41e1ce7bcc54bf3,126.9991975011,37.4946870563
100037608100B001145e63cd5e986494d,126.9994117378,37.5001474790
100037612010B0011d2e04dec35e5493d,126.9989579498,37.4988804151
100037709001B001109edbd86b0744a11,127.0006413488,37.4954109994
100037709001B0011ddd5498d90a240bc,127.0019407445,37.4992244828
100037709001B0011b28fbed2d08c4ef3,127.0010648436,37.4939897086
100037709001B00112c0b477ffe7444a7,127.0008737759,37.4942643471
100037709001B00113dcafdf5282a409e,127.0003922190,37.4943640077
100037709001B0011691498f4e6c549ce,127.0013771401,37.4936851615
100037709001B00119361bef5e07147b3,127.0020186841,37.4983302380
100037709001B00114753ce1918e743b2,127.0018443020,37.4984590415
100037709001B001139f639f8f80f42c4,127.0005989358,37.4967388935
100037709001B001189cedfd628b749eb,127.0003273872,37.4974803020
100037709001B0011e5e4597dce474e25,127.0003677601,37.4970456631
100037709001B0011929b2491f54e4cc4,127.0003359751,37.4969520472
100037709001B001191cf6f4d54664363,127.0004079293,37.4971704928
100037709001B001101c45b08c2d14298,127.0006518899,37.4970631982
100037709001B0011b646c5d7fb2d43b7,127.0017921629,37.4990962253
100037709001B001197e0a9062fa74335,127.0017792288,37.4991863177
100037612010B001103008abf485d46c3,126.9984933748,37.4942331934
100037709001B00117f422500e9ac49fa,127.0020001677,37.4984745464
100037612010B001167984386d96a4f4b,126.9952169501,37.4973157549
100037612010B001134212084357f41c1,126.9954699241,37.4971777057
100037612010B00110a63d8eaecf84416,126.9986249123,37.4999271374
100037612010B00111e9d7a524644464b,126.9991514212,37.4999324312
100037612010B00115734a1142de443c0,126.9996917436,37.4970290779
100037612010B00118212c0722e784895,126.9999993914,37.4995107229
100037709001B0011e20ba1efd8a44d40,127.0019897223,37.4986694793
100037709001B0011a070aa4d64dd4cc8,127.0022844076,37.4982419863
100037709001B0011ef949b5704834f47,127.0017279099,37.4938158314
100037709001B00119300ec29fe0544ad,127.0020308448,37.4981410535
100037709001B001172c2ac5acbc947af,127.0018782974,37.4938094591
100037709001B00112704d875796c4100,127.0018234360,37.4936918826
100037709001B0011eedcfbd4f69c47e0,127.0022666744,37.4984199874
100037709001B0011dd7f44ce3da84b68,127.0020170752,37.4935344359
100037612010B001173937fb8535041ca,126.9990195514,37.4997797941
100037612010B00115442baa185f545d8,126.9997407285,37.4978516232
100037612010B001122764ad86b974d0d,126.9981517715,37.4981294959
100037612010B0011273017096aab4e58,126.9988821584,37.4991086816
100037612010B001152491d8b6d8f4735,126.9986055243,37.4991169070
100037612010B0011080ed4561a534fdd,126.9976922325,37.4995257782
100037612010B0011633959baf89c422e,126.9985742240,37.4992809389
100037612010B0011e57380df4aae4fd3,126.9986587092,37.4980945850
100037612010B001168a6d79c10e142b9,126.9976363955,37.4959761682
100037612010B00115c549281b3b746e0,126.9971513351,37.4962423160
100037612010B00110d8746c37feb4994,126.9998044284,37.4980402376
100037612010B00117f4a5797366749c0,126.9962446576,37.4942901681
100037612010B0011c22d2d72644041f6,126.9998011326,37.4998415951
100037612010B00113585bd4aa7b54c02,126.9997072777,37.4972189366
100037612010B0011c882df80ae554bf0,126.9998031100,37.4994186119
100037612010B00110531ea1b549e4fbf,126.9997607996,37.4961177846
100037612010B001166e284d8364e4301,126.9993767688,37.4978662859
100037612010B00115818d20185d04970,126.9992015806,37.4978873742
100037612010B0011758b0837b287432f,126.9989792558,37.4992639955
100037612010B0011fa31cac341e84f71,126.9988868503,37.4980857947
100037612010B0011974a87afad174a2a,126.9995324095,37.4985077446
100037612010B0011d9625ac4078c4f3c,126.9992179051,37.4985345533
100037612010B0011136bb2a885c04196,126.9992311721,37.4980544187
100037612010B00110a13f522d9c34729,126.9988948479,37.4995445878
100037612010B0011f3afd1eb8a074f25,126.9982091220,37.4952653472
100037612010B00118ac1c8907ca8442f,126.9988250532,37.4992769111
100037612010B00119993f54ad0d94122,126.9982326115,37.4985517369
100037612010B001139c12f4fcb1a46f3,126.9981269037,37.4979161938
100037612010B0011326c4893ef5f4b28,126.9982679959,37.4954407460
100037612010B0011ce26d7df3f994be5,126.9974878895,37.4988515570
100037612010B00112ac967a3c9b347f5,126.9988712561,37.4978863612
100037612010B0011324da4e509ee46ae,126.9982650457,37.4956088950
100037612010B00119d75652474324b6b,126.9962122610,37.4944554124
100037612010B0011da0b95b4f23345e4,126.9962193304,37.4982941951
100037612010B001177b57ddeadb74940,126.9973955921,37.4985111378
100037612010B001177ebd99fee0a4076,126.9967163999,37.4985259042
100037612010B0011e7fc974abd984792,126.9973863252,37.4983718053
100037612010B00115cd09d59a41847ee,126.9971835303,37.4983819365
100037612010B0011ca7955b32801488d,126.9967216493,37.4986703802
100037612010B00117f1eeeeba5024c43,126.9969048668,37.4985069479
100037612010B0011379748be6dd748b9,126.9961568121,37.4952752574
100037612010B0011728a01ecc38b4dba,126.9972758117,37.4953083880
100037612010B001126c9883c69b14e21,126.9970166774,37.4953224687
100037612010B0011548d717f479a4b13,126.9973009057,37.4956655344
100037612010B001148c196dcb3c64c2a,126.9964879018,37.4946888834
100037612010B00118c1beb5453614da7,126.9972278754,37.4949928607
100037612010B0011d5c064b0aa764fca,126.9963356896,37.4982851175
100037612010B0011591bdb503c664753,126.9964713519,37.4949937202
100037612010B00114c1afb8d018c49c6,126.9967433863,37.4979977843
100037612010B0011bfc039e5324941d3,126.9960367137,37.4984777291
100037612010B0011b485adb6f42749ba,126.9947997357,37.4964505221
100037612010B0011150f69e4ca054e1d,126.9920700555,37.4972143547
100037612010B001154474700e8dd4e49,126.9936569644,37.4965677447
100037612010B001130b15c8fa58f4d0c,126.9951839764,37.4954975365
100037612010B00116c26ae49f6504001,126.9950276550,37.4962851694
100037612010B0011171aa6e17ede4901,126.9955073615,37.4945210088
100037612010B00116ca4d65b53884d4d,126.9972008199,37.4982275695
100037612010B0011bd150d4fc8244c75,126.9974841934,37.4991215913
100037612010B00115e95e43dbf1e4983,126.9976148261,37.4986208678
100037612010B001160e8b36318d448d0,126.9975955398,37.4983464022
100037612010B00119a23a8566b984ed6,126.9960138757,37.4986243681
100037612010B0011521c3519df9747e3,126.9962786993,37.4981488766
100037612010B001189bd6f81a1394440,126.9964988736,37.4981461668
100037612010B0011753da023b41b44ba,126.9974049112,37.4982054796
100037612010B001193ee62e677dc4f6d,126.9941601084,37.4970403219
100037612010B0011e4fe23483b634e43,126.9923893566,37.4976199439
100037612010B00119cdd0572e8644900,126.9953698567,37.4949999923
100037612010B0011799e050bd3034d79,126.9945896548,37.4968492418
100037612010B0011814c640bba0142ce,126.9944534850,37.4965514837
100037612010B0011bc8933c305f346d4,126.9952584621,37.4958300626
100037612010B0011964b92755bbf4fbc,126.9945416312,37.4974644880
100037612010B001194c2f2d638e948da,126.9926804172,37.4974996660
100037612010B001109e43f1f477c46d4,126.9940187178,37.4967665551
100037612010B0011fe6fc66ec99b44e8,126.9941653933,37.4965701202
100037612010B0011f12432b7431e43a3,126.9946564428,37.4959110273
100037612010B00113678e6ccbc3a4a9f,126.9933483113,37.4968535805
100037612010B0011c6017fac28374296,126.9943854631,37.4960191584
100037612010B0011b099d87762dc4672,126.9949504153,37.4959847970
100037612010B001113a6eab7a6a640b1,126.9929924699,37.4968355092
100037612010B0011a8b2e7a92b81447d,126.9947395372,37.4962260129
100037612010B0011ac7349bd204944e2,126.9945500309,37.4976062008
100037612010B00117551150b0a7544c4,126.9953867407,37.4963523890
100037612010B0011b9b92a7ad4084072,126.9918399318,37.4972256408
100037612010B0011b7b799a57112432b,126.9952464311,37.4965462599
100037612010B0011b66fd4408fdf4f25,126.9918962135,37.4973391288
100037612010B0011822631bd4f49469e,126.9932487949,37.4971905372
100037612010B001199aaccf865b441ca,126.9928929673,37.4975960936
100037612010B00119e46f42dfd6f4198,126.9914527843,37.4975472664
100037612010B001180549c0f941a4fd5,126.9953703021,37.4969537239
100037612010B001146a423ee76fa40df,126.9948115724,37.4968339404
100037612010B001186487cdad0db425f,126.9944235280,37.4962906728
100037612010B00115b2212df212e407f,126.9912845234,37.4976940339
100037612010B0011ba8924d10eed4f5c,126.9923723523,37.4975136263
100037612010B0011a036e911800a4c28,126.9952133146,37.4961436636
100037612010B0011bf4f5e1e399343fb,126.9945497330,37.4981710417
100037612010B00114d819ae9e0544470,126.9921953146,37.4974441798
100037612010B0011b4055486d226403a,126.9956179400,37.4966289648
100037612010B0011d045924156c34ad6,126.9957499459,37.4951532036
100037612010B0011bef7fd25e6a246e2,126.9956733305,37.4960409239
100037612010B001172243781564d4547,126.9956451438,37.4958159689
100037612010B0011bb9095a235964e2c,126.9955931968,37.4955924458
100037612010B0011d63d580737f44bef,126.9955880786,37.4953663849
100037612010B001100ae9f2aa7e44848,126.9918179608,37.4975736463
100037612010B001131e54b6d60bb4536,126.9995171014,37.4946490073
100037612010B00116e5b41a69e7c4ca4,126.9959713083,37.4949468771
100037612010B00111c4078f4edaa40dd,126.9925355075,37.4973072591
100037612010B0011f9ea145dba3f4d6c,126.9958233396,37.4944186059
100037612010B0011147a75e89c9b4a5f,126.9957574598,37.4962650147
100037612010B00119d1f37b720e545e3,126.9956849924,37.4978409820
100037612010B00119de6dfcd5c8e4cd8,126.9958152800,37.4969532435
100037612010B0011edc420d5d3374282,126.9957218290,37.4976103132
100037612010B0011d4dd07b69f0b4250,126.9956693773,37.4980077177
100037612010B0011d778a2e7f297420d,126.9965000045,37.4982837410
100037612010B00117a2807cc045347bf,126.9998119928,37.4942303549
100037612010B0011e7dc42660981469b,126.9996132755,37.4965256261
100037612010B00112415081134554872,126.9965364258,37.4985575916
100037612010B0011456ccd3d398747e4,126.9992186667,37.4944950053
100037612010B00115619ef8bbaa142ba,126.9992294942,37.4984155923
100037612010B0011cc616ee6ccb44eba,126.9975796140,37.4982422373
100037612010B00115f63f375bb67409d,126.9975697217,37.4981313771
100037612010B0011081bbd774c534772,126.9913641868,37.4974074012
100037612010B0011dfcbfda6946a4aea,126.9920325768,37.4978862166
100037612010B0011d266ca54a2124f53,126.9916396005,37.4972770289
100037612010B00115ebf49153a5f42e2,126.9922532313,37.4972358835
100037612010B0011e36ed8626eaa4751,126.9998857082,37.4974091504
100037612010B0011621f457d294541ab,126.9922397797,37.4971350181
100037612010B00111855a18b999b4331,126.9991631357,37.4974599832
100037612010B00114cd40609e5a54e9f,126.9971939942,37.4985099038
100037709001B0011e0828eb1d7bd4580,127.0001922587,37.4936238789
100037612010B0011cf6e2dc75f2644ff,126.9959860278,37.4975341951
100037709001B00110a0140dfa35c4615,127.0008044383,37.4976950584
100037709001B00112d578ffdaac048e9,127.0001042464,37.4941053030
100037709001B001120b79f1dfc4f457f,127.0014358927,37.4981977553
100037709001B00116dea4ade5e664a60,127.0009409242,37.4979151644
100037709001B001130b76164d4e640a6,127.0005286163,37.4962271162
100037709001B00110b8025734a1148e7,127.0009583751,37.4978216669
100037612010B00113bf154f9b96247b8,126.9977397377,37.4972976373
100037612010B00119938446898cb4da5,126.9978984764,37.4972898062
100037612010B00115668805c64964796,126.9957221895,37.4981423004
100037612010B0011239ae1dcd05c46d4,126.9973912311,37.4979956161
100037612010B0011a72f357bb77f4203,126.9972811159,37.4980024387
100037612010B001144091258677c4f6b,126.9968820645,37.4983632109
100037612010B001191270e9d22724a87,126.9967406832,37.4983755329
100037612010B0011d9b7b59dfc4b4622,126.9955668333,37.4981500233
100037709001B0011a63e6f64b05b404b,127.0015095577,37.4954990241
100037709001B00117a1433080d584bd2,127.0009277420,37.4953959701
100037709001B0011db54f10bc8bd4d04,127.0011351151,37.4955424924
100037709001B0011f925f2fb00714b71,127.0013720893,37.4955088021
100037709001B001123f8aa99142f4fcd,127.0008988203,37.4960698913
100037709001B0011fe78ab9128674fa8,127.0014258124,37.4956465793
100037709001B0011190d5be019da4401,127.0007753965,37.4941765963
100037709001B0011f2ff3c81adc04193,127.0007263706,37.4960720767
100037709001B00116892c8c0679d425a,127.0006631334,37.4950735486
100037709001B0011cbd6aa5091f64daa,127.0008315019,37.4950608094
100037709001B001189fa1b1688a24e63,127.0008521311,37.4952387908
